INPUT:id	INPUT:text	OUTPUT:id	OUTPUT:plot	OUTPUT:image	OUTPUT:music	OUTPUT:actors	OUTPUT:plot_score	OUTPUT:image_score	OUTPUT:music_score	OUTPUT:actors_score	HINT:text
93642_0	считать мужчина женщина        —        это человек менее пригодный женитьба друг друг massimo troisi eol тема взаимоотношение пол волновать тревожить кинематографист очень очень давно каждый страна подход тема увязывать менталитет традиция конкретный страна подчас существенно отличаться который привыкать разбирать фильм фаусто брицци плюс минус понимать суметь режиссер разбирать весь грань межполова взаимоотношение eol связка новелла очень круто весь герой иначе соприкасаться друг друг видеть отдельный отрывать друг друг новелла систематизировать паутина межличностный взаимоотношение eol новелла диего сиар несмотря некоторый непроработанность персонаж история самый крутой сюда приплетать тема защита окружающий среда фильм все-таки европа сниматься никак eol музыкальный сопровождение легкий навязчивый eol идея женщина прекрасный любимый возраст иметь никакой отношение красота прежде внутри снаружи eol хороший операторский работа план съемка постельный сцена сцена нудистский пляж обычно фильм момент столько крупный план невольно думать это вообще художественный фильм порно eol пусть обвинять гомофобия равный отрицательно относиться тема однополый отношение европа это входить норма наличие подобный линия фильм вполне логично eol непроработанность некоторый персонаж развитие статичность например персонаж алессандро прециози        —        диего        —        этакий жигать который ухлестывать девушка вылечиваться психологический дисфункция показывать развитие огромный роль сыграть выбор структура фильм вид новелла каждый сюжетный линия ограничивать количество время сильно помешать восприятие изменение происходить герой		yes	yes	yes	no	neut	pos	pos		
93652_2	"счастливый находить подобный фильм подобный значительность смысловой доступность восприятие весь категория зритель слава интернет возможность предоставлять       ""-""       просеивать       "",       словно песок вода сквозь ситечко выуживать масса мокрый песок золотой самородок ... радость азарт заниматься это свободный ночной время жертвовать сон счастливый мноооого насобирать достойный работа талантливый часто неизвестный широкий зритель       "")        режиссер сценарист eol актер несколько коллекция уррраа !!! eol автор фильм василий сигарев       -""       просто убиииил свой первый киношедевр дададааааа !!!       )""       волчок !............ слово цензурный иметь вид .... сей пора шок следующий фильм       -""       жить       ""-       ваааащееее добиил .... третий ... фильм ... разум отказываться воспринимать увидеть фииильм отказываться яна троян главный актриса жена режиссер .... называться явно посылать свыше получаться именно фильм именно нынешний время eol ...... писать весь это неслучайно читать это посмотреть фильм василий сигарев яна троян жить ..... волчок ..... кококо поверять это случайный проходной работа фильм .... это откровение общеизвестный общестрашный !..... как-то eol извинять ежели че       -""       жисть жесть       )))))))))       неееетушка дорогой жизнь совершенствовать       "",       божий благословение ...... божий       (((        маааммадорога прааавильно всевышний давать критикесса становиться       )))-""       расходиться выражение эмоция уточнять кококо дуня смирнова сотворить       "", ))))(       достойный менее восторженный эпитет дааа яна троян значит василий муж ейный тоооже присутствовать талант притягиваться смотреть пожалеть"		no	no	no	no					
94010_0	"долгий год многий зритель мочь принимать факт анимация любой формат вид искусство ориентироваться какой-то определенный категория пора усваивать мультфильм выходить ребенок многий это форма который какой-то автор удобно высказываться проявлять свой талант более-менее известный вспоминаться        “       ад данте анимированный эпос       ”, ”       освобождать джимми       ”, ”       теркель беда       ”,        внушительный количество экарнизация комикс dc сша британия япония отличаться стезя однако единственный являться мультипликация взрослый аудитория находиться сказать аргентинец eol        “       бугай       ” –        это громадный брутальный наемный киллер антигерой который любить свой работа первоклассный выполнять преграда ограничение поскольку весь проблема препятствие решать помощь верный помощник        –        пистолет однако верный свой дело киллер однажды подставлять бывший заказчик становиться враг плохо убийство главный герой бросать весь сила встреча бугай        –        самый плохой беспощадный ужасный мочь случаться eol создатель мультфильм подкачивать опозориться высокий уровень выполнять прорабатывать весь элемент содержание криминальный сюжет который требовать усложнение персонаж развиваться раскрываться слово дело многое говорить технический план        –        отличный анимация дизайн стиль весь смысл безбашенный натурально зубодробительный экшн eol общий       , ""       бугай       "",        это смелый дерзкий довольно крутой эксперимент заявление весть иной сфера производитель мочь продемонстрировать уступать качество материал однако демонстрировать редко факт наличие это отменять"		yes	yes	no	no	neut	pos			
93869_0	написать великий фильм столь любимый миллион eol далекий 1912 год крупный прекрасный лайнер        «       титаник       »        отправляться путь великобритания америка свой первый путешествие атлантический океан путешествие который становиться последний eol режиссер джеймс кэмерон идти фильм многий год суметь драматический страшный событие поставлять фильм который становиться драматический романтический сделать фильм культовый eol воля случай это корабль плыть юный семнадцатилетний девушка роза кейт уинслет свой мама который ждать непростой финансовый положение будущее мама роза хотеть идти работать белошвейка это плохой выход ситуация хотеть выдавать свой дочь замуж расчет молодой человек который плыть рейс вместе многочисленный пассажир первый план выдвигаться фигура образ джек леонардо ди каприо это юный двадцатилетний бедный художник который оказываться корабль словно вытягивать счастливый билет счастливый eol человек разный сословие возможный неожиданный романтический первый настоящий светлый любовь который стереть дочиста весь граница барьер который самый дело мочь человек джек сменить свой костюм пиджак садиться обедать вместе семья роза заслуживать право определенный благородный поступок        —        человек мочь весь человек равный одинаково плыть лайнер океан eol человек важный внутренний качество который раскрывать наиболее ясно четко необычный опасный экстремальный ситуация eol немой бедный художник который непростой прошлое непонятный будущее духовный начало идти профессия сделать романтик который влюбляться роза след проникаться симпатия огромный количество зрительница именно роль леонардо ди каприо сыграть молодой год становиться хороший карьера актер романтизм особенно джек роза стоять вместе борт титаник последний луч закат солнце красиво море тишина умиротворение гармония это символический переход день ночь радость роскошь корабль величие прекрасный время танец ночь ночь суждено становиться печальный роковый айсберг холодный вода весь близко eol экстремальный ситуация пассажир понимать это первый путешествие лайнер становиться последний жизнь опасность показывать сцена ночь корабль человек стремиться спасаться спасение шлюпка любимый человек оставаться приковывать наручник способный девушка ради самый героический поступок показывать чувствовать испытывать человек оказываться одиночество посреди величие роскошь который обреченный кругом подступать вода нужно продолжать идти цель условие раскрываться характер человек благородство смелость решительность качество девушка чувствовать человек вместе палуба паника становиться очевидно некоторый нужно долго оставаться корабль начинать принимать вертикальный положение беззащитный человек нужно любить беречь жизнь каждый мгновение оставлять беда человек весь герой фильм это понимать eol посреди темный ночь холодный вода атлантический океан рядом весь прекрасный звезда холодный вода eol        «       титаник       »        учить корабль промежуток который должный недолгий становиться бесконечность мир весь человек равный нужно любить беречь друг друг дорожить каждый мгновение жизнь		no	no	no	yes				pos	
94006_0	учиться школа старший класс безумно нравиться некоторый американский комедия шутка низко пояс например        «       белый цыпочки       », «       король общага       », «       цыпочки       »        т д несмотря очень очень пошлый безумно глупый построить безумно смешно сюжет развиваться непредсказуемый зритель смеяться весь время eol фильм раскладывать полочка объективный оценка eol актерский игра казаться заголовок рецензия говорить это фраза фильм главный актриса … называть знать … единственный получаться это открывать рот эмоция выражать просто плохо половина ситуация понимать чувство испытывать eol саундрек запоминаться какой-то попытка середина фильм треск проваливаться eol сюжет подходить самый ужасный часть фильм история девушка легкий поведение который хотеть секс ничто кроме попутно размышлять мужик козлы думать ничто давать взамен дааа обстоять пока пытаться совращать мужчина постоянно попадать безумно глупый ситуация который должный вызывать зритель улыбка вызывать недоумение eol фильм ужасный		yes	no	yes	yes	neg		neut	neg	
93641_0	"«       супер       » —        фильм принадлежать жанр        :""        простой человек становиться супергерой       »       фильм обретать популярность многий причина несмотря это цеплять свой жестокость грубость нестандартность переходить самый картина eol сюжет сильный сторона фильм история примитивный простой неудачник становиться супергерой вернуть возлюбить бить лоб простота делать особенный автор пытаться создавать велосипед модернизировать eol спецэффект соответствовать бюджет экшн сцена сделать должный выглядеть реальный жизнь ничто лишний стоить забывать это комикс поэтому экшн сцена оформлять именно жанр eol персонаж абсурд простой непримечательный парень гаечный ключ подружка фанатеть комикс либо супер способность навык eol фильм стоить смотреть сюжет спецэффект фильм примечательный показывать невозможность существование супергерой одновременно необходимость герой eol фильм показывать простой парень взять разводной ключ начинать заниматься миротворчество правильный это нащупывать грань зло хулиганство это приводить eol присутствовать режиссерский ход который заставлять самый скептически настраивать скучающий зритель подскакивать крикнуть        «       черт ?!       »       eol причина посмотреть фильм занести необычный взаимоотношение персонаж фильм ставить вопрос устаиваться понятие        «       любовь       »       правильно представлять любовь любить человек любить альтер эго это просто фанатизм eol        «       супер       » —        просто черный комедия большой стеб реальность комикс фильм"		yes	yes	no	no	neg	pos			
93942_4	фильм просто отвратительный мало сюжет некчемный качество ужасный видимость нолевый темнота троиться тормозить просто невозможно смотреть игра актер осталвяет желать хороший неестественный крик беготня ужимка всхлип почему выбирать первый убийство девушка непонятно концовка вязаться тип продолжение следовать понимать .... тяжело называть словом кино выставлять всеобщий обозрение понимать тратить деньги снимать .....?		yes	yes	no	yes	neg	neg		neg	
94011_0	фильм плоский поставлять сравнение одноименный приписывать quot звонок quot       ;,       из-за постоянный наигранный вопль героиня появляться жуткий раздражение хотеться душа втаскивать посмотреть любитель фильм давать жанр который нечего смотреть ничто новый увидеть весь как-то вяло боль знакомый игра актер слабоватый запоминаться герой девка мерзкий крик хотя клонировать quot девчонка кузнечик quot понравиться       ))       правда весь бюджет уходить заставка поэтому приходиться просто скопировать женокузнечик размножать		no	no	no	yes				neg	
94109_1	самый ожидать фильм комикс год предыдущий творение нолан название        «       темный рыцарь       »        оказываться интригующий продолжение первый фильм смысловой посыл отставать второй фильм хороший третий понравиться объяснять почему очень часто фильм нолан становиться мелькать актер джозеф гордон левитта марийон котийяр актер понравиться        «       начинать       »,        постараться выжимать максимум драматический образ хитро переплетать криминальный ужас готэм фон        «       темный царство       »        судьба высвечиваться белый свет eol весь фильм трилогия славиться свой харизматичный злодей первый фильм это раса аль гул человек который воспитывать бэтмена путем анархия членовредительство стремиться уничтожать готэм сити второй злодей джокер джокер подкупать свой характер эксцентризм обаяние хит леджер удаваться передавать разноликий образ фильм злодей становиться бэйн хотеть сказать бэйн близко дух бэтмен хотя предыдущий герой цель стереть готэм лицо земля ради достижение цель бэйн разрабатывать план достойный джокер раскрывать деталь иначе утериваться весь суть сказать лишь актер тома харди загримировывать узнавать eol весь фильм злодей стремиться взрывать система моральный ценность готэм который низкий готэм становиться прообраз наш реальность маска трудный разглядеть характер ибо бэтмен кадр мастерство перевоплощение играть подозревать это называть искусство сильный мир сей вновь пытаться завладевать разработка ученый который похищать злодей направлять ненужный русло каждый фильм нолан сильный свой характер каждый представать самый неожиданный свет особенно магически выглядеть раса аль гул лиам нисон выглядеть великолепно eol основа власть страх преступность вновь собираться отбирать город полиция приходиться сильно постараться фильм возвращаться исток первый часть радовать значит трилогия близиться завершение каждый минута весь быстро приходить конец режиссер понимать уходить красиво огонек это сделать несмотря некоторый затянутость диалог фильм страдать недостаток динамизм каждый сцена находить отсылка предыдущий работа нолан работа жанр триллер основа хороший смочь создавать видеть экран eol революция завершать трилогия последний революция матрица который прославлять свой создатель энди лан вачовски заключаться суть революция готем суть уничтожать коррумпировать элемент город давать обычный гражданин полноправный свобода вера светлый будущее весь это напоминать наш общество навязывать свой идеал человек способный осуществлять весь долго обещать eol актер великолепный харди великолепный персонаж получаться отлично некоторый род затмевать бэтмена который вновь сыграть кристиан бейл достигать свой апогей образ герой злодей видеть общий сходство корень персонаж противостояние прошлое будущее душа главный герой показывать правдоподобный справляться особенно гарь олдман джим гордон бессмертный энн хэтэуэй роль женщина кошка великолепный прошлый нравиться современный иметь доля обаяние привлекать богатенький папики пользоваться доверие eol итог отличный завершение трилогия эпический философия хороший трилогия начало двухтысячный спокойный душа чистый совесть объявлять нолан хороший режиссер нулевой понравиться рекомендовать эпический картина смотреть весь		no	no	no	yes				pos	
93652_4	фильм отличный оставлять возможность зритель поразмышлять обсуждать просмотр актер подбирать изумительно смотреться легко фильм лишний философия драматизм немного смешно немного грустно целое положительный эмоция просмотр eol персонаж взгляд отражать весь женский половина россия кто-то узнавать спокойный интеллигентный лиза кто-то близкий веселый суматошный немножко беспринципный вика		no	no	no	yes				pos	
93652_0	социологический исследование показывать современный российский общество сильно дифференцировать каждый часть представлять нечто специфический отличный eol множественность интерес рождать большой социальный морально-нравственный психологический разнообразие eol каждый социальный страта иметь свой социальный реальность ценность интерес образ стиль жизнь доходный имущественный характеристика свой жизненный целеполагание eol формироваться микромир свой принцип право мораль политический норма оценка страна человек идентифицировать ощущать большой связь eol ждать жить единый народ побеждать подобный страта побеждать переубеждать друг друг скоро смочь война против это катастрофа eol выход учиться диалог наблюдение разговор человек наш страна часто напоминать монолог eol фильм кококо рассказывать зритель попытка уживаться человек совершенно разный социальный страта воля обстоятельство героиня вынуждать сосуществовать квартира вести хозяйство общаться автор предлагать свой видение проблема давать свой ответ вопрос жизнь происходить встреча настолько разный человек являться героиня фильм возможный дружба разница большой друг друг понимать eol взгляд тема подымать важный попытка раскрывать тема удачный говориться       , «       давать бог последний       »      eol		no	no	no	no					
94109_0	сразу наверное стоить оговаривать любитель супергеройский фильм являться поклонник комикс мультфильм выбирать        «       джерри       »        мультфильм бэтмевать eol смотря весь описывать высоко первый фильм трилогия приходиться весьма душа вино наверное классный нуарный атмосфера готем создавать постановщик прекрасный актерский работа хороший сценарный история eol длинный вступление логично задавать вопрос треть часть абсолютно ничто заключительный часть трилогия абсолютно ничто нравиться первый предыдущий часть трилогия самый слабый место фильм наверное являться сценарий факт весьма удивительный кристофер весь свой работа огромный количество время уделять именно проработка сценарий стоить сценарий        «       memento       »)       размышлять причина почему сценарий данный картина слабый бесконечно стоить сказать большой половина фильм пытаться выстраивать какой-то экспозиция раскрывать главный действующий лицо автор это получаться итог практически половина хронометраж смотреть невероятно скучно сценарий настолько притягивать подгонять развязка просто невозможно это замечать просто противоречить закон логика здоровый смысл постановка некоторый сцена весьма удручать многий батальный сцена отдавать кретинизм понятно вообще смотреть конец кристофер приготавливать свой фирменный сюжетный твист срабатывать попросту предсказуемый скучный касаться финальный сцена прощать выдерживать насколько прощать забивать весь закон физика наука просто здравый смысл придумывать ?! общий сюжет eol второй вопрос который возникать просмотр деваться атмосфера готем сити просто взять испаряться нуарный стилистика который полюбить первый фильм трилогия готем это обычный скучный мегаполис который просто неинтересно смотреть сделать причина происходить никакой ответ увы это печальный eol последний пункт        —        это актерский игра ожидать что-то выдающийся принцип экран выдающийся это неплохой актер выдавать неплохой игра сумма вышеописанный это смотреться опять-таки крайне скучно интересный eol пора подытоживать сделать какой-то вывод данный картина являться самый слабый фильмография хороший режиссер кристофер нолан удивительно основной подкачивать сценарий результат весь фильм просто невозможно смотреть пропадать атмосфера притягательность предыдущий часть трилогия порекомендовать фильм наверное поклонник супергеройский кино фанат комикс весь остальной любитель хороший кино фильм кой случай стоить смотреть спасибо дочитывать конец		yes	no	no	yes	neg			neut	
